Tweet,Sentimen,Emosi
"bukan lebay gimana gimana sih sama covid-19 ini, cuma sekarang lagi tinggal sama keluarga bkn di apart, jadi kalau w kena trus mati ya gak papa kalau mati sendirilah kalau ke keluarga? udah mati aja masih nyusahin w :",-1,-2
Update sebaran Covid-19 di Kabupaten Bojonegoro per tanggal 11 April 2020 pukul 15.00 WIB.,0,1
"Penanganan Covid-19, Warga Berkukuh Tolak Islamic Center Kotabumi Jadi Tempat Isolasi",-1,-2
Covid-19 dtg rumah.,-1,-1
"Knp sebagian marah kepada LBP krn di tengah wabah Covid 19, LBP justru terkesan tdk serius melawan wabah Covid 19 dengan membela kedatangan TKA China di saat aturan sdh melarang, selain itu jg terkesan memaksakan pindah IKN di saat negara justru kumpulkan sumbangan tuk covid 19",0,-1
min ini kenapa pamnya mati ya?Kp. Setu bintara jaya rt/rw 08/02010507008034Ada aja lagi covid 19 gini pake mati segala. Ini gimana coba mau cuci tangan segala macem kalo air mati?,-1,-1
"Dari dulu juga pak Jokowi suka suka membagikan rejeki ke masyarakat yang membutuhkan, gausah menprovokasi seakan akan itu tidak baik, kalau lu gasuka yagausah komentar, cukup diam saja, daripada mmperkeruh suasana, afau lu jadi relawan covid sana..",1,-2
PMI Muba Buka Pendaftaran Relawan Kemanusiaan Hadapi Covid-19,1,2
"Selamatkan Indonesia, dengan selalu kenakan masker saat keluar rumah. Mari jadikan masker sbg kebutuhan pokok saat ini. Semoga Pandemi Virus Corona Covid-19 segera berlalu.",1,-1
"semoga secepetnya ini virus covid-19 ngilang, dan kita semua bisa beraktifitas dengan normal kembali.",1,-1
Waktu ngelebelin status peserta test covid . Merah aku isi pdi. Biru aku isi demokrat atau pan ya?,0,-2
Lama2 eneg juga liat driver ojol ini. Makin ngelunjak. Emangnya cuma kalian apa yg terdampak covid 19 ini. Semua tau!!! Gimana ne mentri yg punya? Urus dong diver2nya. Koq negara yg jd repot dibuat,-1,-2
Susah gila nak control org tua nie...hari2 riso jea...apa lg dia nak buat setiap hari...x control nanti effect semua org..stresss nya...dahla kena wfh...Ya Allah cepat la reda covid nie aminnn..,1,-1
"Dulu pas mau sakit selalu bilang ke temen gini : ""Teman... tolong dong infusin""""Teman aku sakit, bawain obat yaa""__Nah sekarang ??Mau ngomong pusing, flu, batuk, panas, sesak nafas. Takut dikira kenak covid-19 ",0,-1
GARIS PANDUANAmalan Langkah Pencegahan COVID-19 Industri Pembinaan,1,2
"Dampak Covid-19, Ketua AMPI Palas Bagikan Sembako kepada Abang Becak",1,1
"anda melakukan hoax terberat dalam kasus covid-19 dimana kalimat anda berupa statement bukan seperti pakar yg hanya bisa memperkirakan. anda telah menciderai profesi sbg pengacara, pantesan anda kalah dlm gugatan pilpres, gak heran sih twit anda menggambarkan kualitas anda.bye",-1,-2
"pengen banget optimis keadaan bakal secepatnya pulih lagi,tp kenyataanya melow tiap hari..blm jg si covid membaik udh ada dentuman lagi. yaallah sampe kapan",1,-1
HIMBAUAN Untuk Masyarakat Pamoyanan Agar Sementara Waktu Bekerja Dan Beribadah Memutus Rantai Penyebaran Wabah Penyakit Covid-19.,1,1
Bagaimana Mekanisme Membentuk Desa Tanggap COVID-19 dan Relawan Desa Lawan COVID-19,0,2
mari basmi kegabutan serta covid,1,2
Akibat dari kurang nya pengetahuan tentang penyebaran virus COVID-19. Mengakibatkan warga menjadi ketakutan yang berlebihan.,1,1
Iya yang aku mau di rumah aku mau di rumah aku mau di rumah akuAutocorrect versi covid,0,1
Hah pergi la gunting rambut..arini pergi sok lusa positive covid,-1,-2
Informatorium Obat COVID-19 di Indonesia Maret 2020,-1,2
Putus Wabah Covid-19 dengan Tetap Dirumah Aja..,1,2
Selamat malam travelers..  Di tengah Pandemi Covid-19 ini Gardi Tour masih tetap standby ya travelers..WFH senin-jumat : 10.00 - 16.00Untuk informasi seputar traveling bisa hubungi :0818-0608-8804 |,0,2
"Negara kita bukan masalah covid,tp org2nya yg aneh,yg mw bikin rusuh,yg provokator lah,salah juga sih pemerintah ga pernah sosialisasi kemasy buat menghormati sesama/tenaga medis,yg diputer sinetron,kekerasan makanya masyaraktnya kerasss",-1,-2
"Kedatangan dan kehadiranmu menggucang kami dan seluruh dunia..Tak kuasa menahan arus yang engkau sebarkan, itulah covid 19,,tapi kami selalu yakin ini akan berakhir atas Kuasa Alloh.,.Ya Alloh izinkan kami menikmati bulan Ramadhan yang sebentar lagi tiba.",1,-1
"Kok aku agak heran ya, di beberapa daerah di jateng yg positif covid baru2 ini lumayan banyak kasusnya ternyata dari acara di Gowa itu. Bukannya udh dicancel ya acaranya dan itu udah lama juga kan ya kayaknya udah mau sebulan",-1,-2
SETIAP TINDAKAN ADA KONSEKUENSINYA dibaca untuk memahami mengapa manusia harus berbicara dan bertindak hati- hati/serampangan.,1,-2
sedap gak nama covid lee tu,0,-1
Erm rasa dah boleh simpan la rambut ni.bile betul betul Covid 19 dah Hilang.PKP pun dah takde baru la tunggu masa umi bising ,0,1
"Covid, dentuman, gunung berapi :')",0,-1
"Cegah penyebaran Covid-19, Lanud ZAM distribusikan APD",1,2
"Pandemi Covid-19 ini mengajarkan kita banyak hal. Bagaimana kita menjadi orang yang lebih sabar, bersyukur & berhemat. Dan mengajarkan para kaum hawa untuk perawatan dan merindu. Merindukan segala aktivitas diluar rumah",1,2
Segala keputusan ini hanya akan mencipta kluster baru..adakah sebahagian menteri atau pihak yg terlibat dlm dasar ini tahu apakah objektif MCO dan pencegahan wabak covid-19,0,-2
"Saya do'akan kita semua sehat wal afiat dan musibah covid ini sgr berlalu, tpi jk Allah berkehendak memanggil Bpk lbh cepat ya kami ikhlas krn itu sdh takdir. Mungkin ini cara terbaik untuk Bpk reuni, krn reuni didunia saat ini tdk perbolehkan..",-1,-1
"jenazah tenaga medis covid ditolak warga dimakamin di lingkungan sekitarnya. kalo semua warga punya pikiran gitu, siapa yang mau jadi tenaga medis cok?",-1,-2
Bantu ngerawat pasien covid aja bin. Tapi ga pakek Apd wkwk,-1,-1
"baik jugaa, di daerah kamu gimana covid? stay safe yaa",1,1
"Saya belum lihat video versi full nyaSebetulnya vitamin dan obat2an pendukung, atau spesifik obat untuk covid-19 ?",0,1
Wah dinas sosial rasis banget nih,-1,-2
"Mari "" ki bersama Polri Jaga kamtibmas dan Cegah penyebaran Virus Covid - 19 dngan Tetap di Rumah, jngan mudik, gnakan Masker, jga Kebersihan serta Cuci Tangan",1,1
"Gara2 abis ngasih donasi ke rumah sakit, batuk2 dikit lgsg parno.. krn td di RSU ngelewatin ruang isolasi pasien covid pdhl mah batuk biasa akibat minum dingin mulu dr kmrn. Asal jgn sampe mak w dgr, takut bsk pagi bgn2 rumah kosong krn sekelurga pada kabur krmh abang w",-1,-1
"Dear ojol, hidup yg susah selama covid-19 bukan kalian aja. Banyak pemulung dan tukang jualan yg jauh lebih susah dibanding kalian. Yuk main-main ke daerah rumah saya, bahkan mereka pasrah kalau mati karna kelaparan",-1,-2
Yg aing heran dari orang yg nolak jenazah korban covid-19. Emang mau pada tiap hari main/nongki di makam atau pada takut kalo virusnya jalan sendiri dr makam terus ngetok pintu rumah masing2 warga. Kan enggak kan cuy. Bingung aing,0,-2
"Hasil laporan Dinas Kesehatan Kabupaten/Kota dan RS Rujukan Covid di DIY Update hari Sabtu, tanggal 11 April 2020, pkl. 16.00 WIB sebagai berikut:",0,1
Kementerian sesama mereka tak berbincang ke sis.. jangan lah jadi mcm kerajaan lama x de WhatsApp group dah lah covid senang merebak tak pasal satu kampung kena kurung nnti,0,-2
"Laporkan Satu Kematian Akibat Covid-19, Wali Kota Minta Masyarakat Dukung Upaya Pencegahan Covid-19 -",1,-1
"Tetaplah semangat Saudara ku.Seorang Mukmin dengan Mukmin lainnya seperti satu bangunan yang tersusun rapi, sebagiannya menguatkan sebagian yang lain.Dan beliau merekatkan jari-jemarinya..Follow",1,2
Saya setuju. Mmg smua terkesan. Tp inilah cara utk kita putuskan rantaian covid. Be strong semua ,1,2
"11 April 2020 | Sabtu. Penugasan Di Kawasan TumpuanATM, Pasar Raya & Pasar Awam (PKP) Fasa ke-2  ",0,1
Covid-19 sudah dapat dipastikan berdampak negatif terhadap perekonomian dan ujung-ujungnya penerimaan negara juga terkena imbasnya. ,-1,-1
"Soal Warga Positif COVID-19 Pasca Hadiri Pernikahan di Tenggarong, Ini Penjelasan Kadinkes",0,1
Sikap Gubernur dalam memberikan penghormatan kepada tenaga medis yang meninggal akibat covid-19 akan disiapkan pemakaman di Taman Makam Pahlawan.,1,-1
"Ayo lawan Covid-19 dengam menjauhi tempat ramai, dekati tempat sepi... seperti hatiku misalnya",0,-1
"Dlm konteks percakapan ini yg saya maksud negara itu adalah pemerintah pusat,merekalah yg plg bertanggung jawab mengatasi masalah skala nasional seperti pandemic covid 19 ini. bukan local government tingkat provinsi atau kelurahan mngingat kewenangn &anggaran yg relatif terbatas",-1,-2
6 mantappppp. Kasi hbs covid dlu skg cari ilham la haha,1,1
Co-CEO Gojek Kevin Aluwi mengatakan aktivitas  masyarakat Ibukota mungkin melambat dengan pemberlakuan Pembatasan Sosial Berskala Besar (PSBB) guna menekan penyebaran Covid-19.Selengkapnya ,0,1
"Update 11/4 Pukul 18.00 Wib Covid 19 Tuban :  3Hari ini ada satu PDP baru dari kecamatan Plumpang saat ini dirawat di RSUD Tuban, 2 PDP sebelumnya dan 1 Orang positif sudah mulai membaik, bisa berkatifitas",0,2
Masukkan aja ruang isolasi yg + covid 19.,-1,-1
"Covid-19: Alumni Relief Fund - Bahagia Berbagi dengan Sahabat Alumni ""Dari Kita Untuk Kita"". DPW JABODETABEK",1,2
MASIH COVID WOYYYY,0,-2
korang yang degil gitu je tak tahu nak duduk diam kat rumah hahaha harap harap korang kene covid je hahaha mati je lah korang,-1,-2
"Antisipasi Penyebaran Virus Covid-19, ini arahan Gubernur Jatim",1,1
Otak Dagang di tengah Covid-19asli Padang (Pandai Dagang )...hehehe,0,1
Lg covid,-1,-1
Anak bulu sakit ditengah covid gini pikiran aku udah kacau bgt,0,-1
Ayo bersama kita cegah Virus Covid 19 !!!Rindu keluarga dan saudara cukup vidio collTUNDA MUDIKMUUNTUK KITA UNTUK SEMUA UNTUK INDONESIA,1,-1
"langsung, bersama Ustadz Abdul Rahman Mubarak, LC dengan pembahasan""Masalah-masalah Fiqih Covid-19""",1,2
Mohon doanya agar wabah Covid-19 sgr berlalu & umat Islam bs menyambut Ramadhan dgn tenang. ,1,-1
"Tengok, betapa besarnya tugas aku time covid-19 ni. Menjadi orang tengah dalam sesebuah hubungan percintaan. Tapi tulah, takda siapa nak kisah kan ",1,-1
"1. Langkah pemerintah hari ini yang berubah-ubah rencana dalam menghadapi pandemi Covid-19, membuka topeng potret yang sebenarnya sosok penguasa dalam peradaban sekuler, Negara Demokrasi",0,-2
Bagaimana barber boleh share virus Covid-19,0,1
Semenjak pandemi covid 19 banyak chef dadakan di instagram....,0,2
"Bantu Keluarga Berdampak Covid, PKB Kuningan Bidik Keluarga Tak Mampu",1,2
"Halo kini sudah saatnya kita bergerak melawan Covid-19, ayo jadi pejuang informasi, Indonesia butuh kamu sebagai pengelola admin/situs maupun pemilik blog personal dan citizen journalist dengan",1,1
Jumlah bilangan mereka yang mengalami simptom dilihat lebih tinggi pada berbanding dengan berat berlebihan atau digelar sebagai faktor yang berpotensi menjadi pemangkin.,0,1
wakakakkaka... agaknya Puteri Cahaya boleh tolong time covid ni tak? ,0,2
"Seriously semua orang harus aware soal ini, please baca artikel dari straitstime ini deh. Bayangkan 36 orang tiap 1 juta penduduk apakah bisa merepresentasikan jumlah asli penderita covid-19? 36 setiap sejuta penduduk dan ada 271 juta penduduk di Indonesia.",0,1
Tbh pergi beli barang essential pon boleh kena covid. ,0,1
Jangan Kucilkan ODP dan PDP Covid-19,1,-2
Saatnya untuk saling membantu ntuk pelanggan lama maupun yg baru khusus pijat tradisional & kesehatan selama masa covid diskon 50% dr tarif normal...Semoga dapat membantu bagi yg membutuhkan untuk meningkatkan IMUNITAS. Mhn di retweet ya biar semakin banyak yg terbantu,1,-1
"Salam OlahragaTugas Penjas untuk 2 minggu ini ya guys,Materi : Penyakit MenularSub Materi : Virus Covid-19Pertemuan : 2x",0,2
Hangpe ni elok mati jelah dgn covid tu. Kecik2 taknak mati dah besor menyusahkan org. Bodoh punya manusia2 acah2 elit ni. Buto elit,-1,-2
"Yuk bantu tim medis, pemerintah dan tim garda depan lainnya buat minimalisir penyebaran COVID-19 dg mematuhi peraturan PSBB yg resmi dijalanin sejak Jumat, 10 April 2020.",1,2
"Kasus Positif COVID-19 di Indonesia Melejit Drastis Menjadi 3.842, Sembuh 286 lewat Indonesia",0,-1
Kementerian Kesihatan akan menambah makmal pengesanan COVID-19 baharu di Johor sebagai langkah kesiapsiagaan dan usaha mengekang penularan wabak itu di negeri itu - Menteri Kesihatan,1,2
"Framing kebebasan berpendapat sbg rezim otoriter, lanjut gerakin anarko, pengemudi ojol gadungan, diksi PKI diramein lagi di Medsos.Bohir orba yg sdh lama haus kekuasaan sdg mencuri panggung ditengah penanganan wabah COVID-19.Ndak akan berhasil, pola lama yg sdh BASI",-1,-2
yg nolak pemakaman jenazah covid semoga nanti ditolak surga ya lu pada,-1,-2
"Biasanya yg jadi judul di sinetron-sinetron Hidayah itu Azab Orang yang bla bla bla, Jenazah Ditolak Bumi. Lah ini, pemberitaan Covid-19  Jenazah Ditolak Warga. HEH WARGA!!!! Jangan ngadi-ngadi lu! Gausah bikin makin repot!! HIH SEWOT AKUTU",-1,-2
Tiga Warga Magelang Dirawat Terkait Covid-19 RS Budi Rahayu Tertutup Untuk Pasien Umum,1,-1
"Provokator Penolak Jenazah Covid-19 Ditangkap Polda Jawa Tengah, Ini Rinciannya",0,1
Update covid-19 prov papuaSarmi mengalami kenaikan.Lindungi semua hambamu Ya Allah..,1,-1
"Gue jg kadang suka kepikiran kali lg covid begini trs tbtb ada bencana besar (gempa/tsunami) gmn ya, tp ya random thoughts aja gitu. Inilah herannya org indo, ngasih tau fakta covid dibilang bikin panik giliran mitos indigo lo baca ampe kelar. Buset.",-1,-2
Jubir Covid-19 Minta Warga Tak Menolak Jenazah Corona ,1,-2
males komentar udah tau lg covid 19malah pengen kumpul2 parahhhhhh...,-1,-2
"Tetap Terima Pelanggan, Tukang Gunting Rambut Meninggal Dunia Angkara COVID-19",-1,-1
"Pesan Pencegahan Covid-19 Disorot, Ridwan Kamil Pakai Masker Gambar Syahrini: Corona Hus Sanah!",1,-2
3 Terduga Provokator Penolakan Jenazah Perawat Semarang Diamankan Polisi Terimaksih Polri saya apresiasi tindakan polisi yg memproses org yg menghalagi pemakaman jenazah covid-19. Biar ada efek jera &  tidak terjadi lagi di tempat lain. ,1,2
"Banjir, Covid-19, Dentuman Misterius, sekarang prediksi gempa. Gua up sama 2020",-1,1
"Bupati Klaten menghimbau masyarakat untuk tidak takut, tidak panik lakukan PHBS, makan makanan yang bergizi, dan berjemur antara jam 9-10 pagi selama 10-15 menit guna pencegahan Covid-19",1,2
"sidakarya, pakerisan, panjer, pancoran, sesetan. red zone sudah covid ",0,-1
"Ini ngapa si ada yg mara mara""Tobat ya tobat aja, ngp segala ngetwit sih. Pake segala nanya apa masih bisa""Yaampun mase nanti kita jalan jalan ke pantai ya kalo covid-19 dah kelar, ku mau menenggelamkan kamu, bersama kejulidan mu, anying sia! Serius amat sih",-1,-1
"Cegah Penularan Covid-19, PTSP Serahkan Tempat Cuci Tangan untuk Balai Kota Padang dan Pasar Nanggalo",1,1
Untuk pasien positif/terkonfirmasi Covid-19 baru berjumlah 1 orang. Total pasien positif/terkonfirmasi Covid-19 di Klaten sampai hari ini berjumlah 2 orang,0,-1
"Kasus pasien meninggal dunia akibat Covid-19 pertama kalinya terjadi di Kalimantan Utara 1 orang, kemudian NTB 2 orang, dan Sulawesi Tenggara 4 orang.",0,-1
"Berhubung dengan adanya virus COVID-19 jika kalian ada menemukan benjolan di bawah kelamin jangan takun,itu biji kontol",-1,-2
CDC mengumumkan setiap orang wajib pakai masker di tempat umum untuk cegah penyebaran COVID-19. Tapi apakah aturan itu berlaku bagi orang-orang yang olahraga?,0,1
"Pakar Peringatkan, Indonesia dan India Berpotensi Jadi Episenter Baru Covid-19",-1,1
"pak mohon ditindak lanjuti perumahan sigi permai kota semarang, kec. Pedurungan, Kel, trogomulyo, akan mengadakan gotong royong malah akan melakukan senam bersama mohon dapat di mediasi karen tidak boleh mengumpulkan orang pada masa pandemi covid 19 ini,",1,1
"Di masa pandemi covid-19 seperti sekarang ini harga kebutuhan pokok cenderung naik harganya, salah satu jurus untuk meredam itu adalah alokasi impor raw sugar agar dpt diubah menjadi GKP dan diharapkan dapat mencukupi kebutuhan gula dalam negeri dan dapat menekan harga.",1,-1
Menolak pemakaman jenazah pasien Covid-19. Takut sumber air tercemar. Bukan foto saya btw.,-1,-2
"Perusahaan Farmasi Indonesia, PT Dexa Medica, telah siap memproduksi obat pasien Corona (Covid-19). Obat jenis hydroxy chloroquine ini akan disalurkan ke sekitar 5.000 pasien di seluruh Tanah Air.Direktur PT Dexa",1,2
"Warga pendatang udah patuh, gak mudik, keluar rumah cuma buat cari makan atau sembako.. yg warga lokal asik aja kongko2, main2.. kapan mau kelar ya covid kalo gini",0,-2
Hi SuroboyokuSemangat Menghadapi Pandemi Covid 19 Mari sedikit berbagi untuk para pejuang medis dan beberapa yang membutuhkan bantuan makanan . Dengan Cara membeli HUNGRY BOX Rp.35.000 saja di fresqa bistro,1,2
11 april 2020UPDATE infografis sebaran virus COVID-19 wilayah kaltim.,0,1
Aparat Desa Srimahi Tambun Bekasi Gandeng BEM STAI Attaqwa Cegah Covid-19 -,1,1
Pengen rasanya nebar tanah suci ke rumah orang-orang yang nolak jenazah pasien covid-19 biar rumahnya buat berdoa orang terus. Huffttt,-1,-2
Syarat Penerima Bantuan Covid-19 di Bangka Belitung Harus Beragama Islam.,-1,-1
"Update informasi terkait situasi Covid-19 berdasarkan data dari Dinas Kesehatan Kabupaten Klaten, per Sabtu, (11/4) pk. 12.00 WIB :Cc. -A Thread_",0,1
", , tersebar surat yg isinya penerima bantuan C-19 harus beragama Islam.Cc",-1,-1
Sebanyak 10 warga Provinsi Gorontalo terindikasi positif COVID-19 usai mengikuti rapid test.,0,1
Ditengah covid-19 BMI tetap istiqomah memberikan bantuan rumah layak huni,1,2
"Atas nama masyarakat dan negara, saya mengucapkan terima kasih &  memberikan penghargaan setinggi-tingginya kepada Para Dokter, Perawat, Tenaga Medis, TNI, Polri & Sukarelawan yg bersinergi dalam penanganan penyebaran Covid-19",1,2
Saya berdoa semoga wabah pandemi covid-19 di segala penjuru Nusantara dan Dunia cepat berakhir. Amiin | Siap mendukung Program Pemerintah untuk MENUNDA MUDIK tahun ini. Bersama Kita Bisa,1,-1
Google dan Apple berkolaborasi untuk membuat sistem pelacak penyebaran virus corona baru (COVID-19) yang berpotensi menjangkau sepertiga populasi dunia.Selengkapnya,1,2
"Perluas Akses Belajar di Masa Covid-19, Mendikbud Luncurkan Program Belajar dari Rumah di TVRI lewat",1,2
Fakhrul Zaman sampaikan mesej patuhi PKP menerusi lukisan mural,-1,2
Polres Kabupaten Madiun Susun Strategi untuk Mencegah Penyebaran COVID-19 di Wilayahnya - Pikiran Rakyat,1,1
"Pasien Covid-19 Meninggal di Indonesia Bertambah 21, Sembuh 4",0,-1
Ini yang membuat mamah aing maksa maksa aing untuk mengundurkan diri jadi tim covid-19,-1,-2
"Kasus Covid-19 di Indonesia Bertambah 330, Total 3.842 Orang",0,-1
semoga ada planning indah dari Allah lainnya untuk kak ran dan semua army!!  berdoa banyak2 agar covid ni lekas pergi dr bumi kita,1,-1
Per tahun covid nya diapgred,-1,-1
AA Warga Duri Dinyatakan Sembuh dari Covid-19,1,2
PB HMI dan Bakornas LKMI menyerahkan bantuan berupa snak dan hand sanitizer kepada teman-teman relawan dapur rakyat yang di inisiasi oleh mahasiswa ciputat dimasa pandemi covid-19..Trimakasih kepada seluruh pihak,1,2
Kegiatan selama Covid_19,0,1
"aku sakit kepala diakun sebelah isinya covid, pemerintah, pansos, deel. yaudah mending menepi disini ditemani asupan oppa oppa tamvan yg lewat di tiel",-1,1
"Eh baru nyadar virus covid-19 bisa bertahan lama di air. Ga jadi jdi paus ah, mau naik roket aja ke saturnus ",-1,1
Takut kena covid si bpknya,0,1
Siap pak Menteri... Kaltim Siap.Lawan Covid-19,1,2
"36554 jumlah napi yang telah dilepas!!!Kurang berat gimana lagi beban rakyat. Harus waspada dg Covid-19, plus ditambah was-was dengan virus masyarakat. Kalo ada apa2, yg dipanggil skrg pun bukan cuma polisi, mesti ada tenakesnya.",-1,-1
UPDATE data terbaru Covid-19 di Indonesia pada tanggal 11 April 2020Total: 3.842 Orang (+330)Sembuh: 286 Orang (+4)Meninggal Dunia: 327 Orang (+21)  ,0,-1
"Kepedulian Terhadap Masyarakat Disaat Menyebarnya Covid-19, ""Ini yang Dilakukan Manajer Kebun Gunung Para""",1,2
"terlalu fokus lu semua sm covid, baby krakatau dan indigo sampe lupa klo garaga udaah ditemuin lagi.",-1,-2
"Mari "" ki bersama Polri Jaga kamtibmas dan Cegah penyebaran Virus Covid - 19 dengan Tetap di Rumah, jangan mudik, gunakan Masker, jaga Kebersihan serta Cuci Tangan",1,2
"Pengen bersin kali, tapi takut di bilangin covid-19",-1,1
"Baru kali ini gue kepengen potong rambut ke salon krn pgn model baru, tp krn si covid ini ujung2nya potong lagi sendiri dirumah dgn model flat oh what a life!",0,1
Covid mempersulit semuanya,-1,-2
"Tentang aku, kamu, dia dan covid 19.",-1,1
"Lawan Corona Covid-19, Paulo Sergio: Kita Harus Berkolaborasi dengan Pemerintah",1,2
"Kayaknya masyarakat - masyarakat terpencil atau di pelosok, harus di bimbing atau di sosialisasikan tentang covid 19, jangan menjadi masyarakat yang sok tahu dan gampang terprovokasi dari oknum"" yang salah ",1,-2
Tahun Yang Cantik 2020 Berharap Semua Impiann Terkabulkan Namun Nyatanya Impian itu Bersembunyi di Dalam Rumah Karantinaaa,-1,2
"Seorang Pasien Dalam Pengawasan (PDP) Covid-19 di Samarinda, mengamuk dan mengancam petugas medis dengan pecahan kaca. Pasien yang diketahui pernah mengikuti Ijtima di Gowa.",-1,-2
"Kemudahan kredit saya rasa tak ada gunanya kalo usaha mereka terhenti, yg di butuhkan mereka adalah bagaimana bisa makan untuk setiap harinya. Memberikan kredit sama saja menambah beban hidup mereka para umkm di tengah wabah covid-19",-1,-1
"Nih update terbaru kasus covid-19 Kota Bontang, stay tuned ya",0,-1
Pemkot Malang Tepis Anggapan Tak Peka Penanganan Wabah Covid-19 -,1,-2
Sebanyak 21 lagi kematian dalam tempoh 24 jam di Indonesia,0,-1
"Baru Diketahui, Ketua Fraksi Golkar DPRD Sumut Meninggal Akibat Covid-19",0,-1
"Karantina kesekian hari: makan, tidur, ML, coli, ga mandi, ga ganti kancut, jamuran deh. (yg penting ga covid)",-1,1
Mungkin covid-19 ingin mengajarkan apa itu HALAL GAP,-1,-1
Sejak covid udah punya ternak semut sekarang yaa,-1,-1
"Wqwq tau sadja c Abis COVID-19 kelar, langsung casting ya qaqaa",-1,2
"Babinsa ikuti rapat Muspikel Keprabon, Koordinasi tentang pencegahan Covid-19",1,1
Salamat datang brewok club. . Ayo sampe covid ini berenti jgan ada yang di cukur,-1,2
Gegara covid 19 gua di usir calon mertua.... ajig ,-1,-2
Kriteria Antologi Puisi Pengalaman Menempuh COVID-19 1.Penyertaan terbuka kepada staf dan pelajar kokurikulum UiTM sahaja.2.Seorang peserta boleh menghantar maksimum empat (4) buah puisi.3.Puisi hendaklah,0,2
"Sabtu buntu , ga ada yg beda suasana nya dari sabtu2 yg lalu semenjak covid-19. Kepengen seluncurann ...",0,-1
"Di tengah kondisi perekonomian yang sedang mengalami tekanan akibat pandemi Covid-19, Bea Cukai terus membantu pelaku usaha dan masyarakat dengan memberikan berbagai insentif, baik fiskal maupun prosedural.Selengkapnya ",1,2
Beliau memang layak dilibatkan dalam Gugus Tugas Garda Depan penanganan Covid-19. Bukan begitu mimin,0,2
"*Penyemprotan Antiseptic pencegahan Virus Corona ( Covid 19 ) di Wilkum Polsek Tiga Juhar,* Penyemprotan cairan antisepti dalam rangka pencegahan Virus Corona ( Covid 19 ) di Desa Rumah Lengo Kecamatan STM Hulu Kabupaten Deli Serdang, Sabtu.11/04/2020.",1,1
Udah lama nggak testSekalinya testTest covid-19,-1,1
"[BERBUAT BAIK WALAUPUN MIPA!Tidak terasa, sudah hampir satu bulan kita semua akibat dari wabah Covid-19.Banyak kegiatan yang memang harus tertunda bahkan batal, namun semoga niat untuk berbuat baik tetap ada dan tidak hilang, ya!",1,-1
"Kalau diserahlan semua kepada mekanisme pasar kejadiannya seperti sekarang. Ketika daya beli sedang menurun akibat Covid-19, harga gula malah naik menjulang karena permainan pengepul",-1,-1
Emangnya ojol aja yang kena dampak covid ? Herman deh ,-1,-2
Tadinya ingin tgl 16 tapi kok semakin parah begini dari hari ke hari kasus wabah covid_19.... Tabungan dah habis selama 1bulan d rumah. Semoga cepat selesai corona pergilah km...,1,-1
"Yg xpaham skrg ne, perlu visa smpai bila2 ka or just time covid ne ",-1,1
"Apr 10: PPSB DKI Jkt krn Pandemik Covid-19 dimulaiApr 11: dentuman kencang di langit, 4 gunung berapi di Sumatera dan Jawa erupsi",0,-1
"Besok, kami sama mau ngulik mitos dan fakta seputar pelecehan seksual online saat WFH Covid-19 nih Folks. Jgn lupa mampir ke IG kami jam 7 besok yaa! Kalo ada yg mau nitip pertanyaan atau mau nitip cerita pengalaman boleh reply twit ini loh~",-1,1
"Teman-teman di DPW PSI Kaltim dan DPD PSI Samarinda berbagi makanan siap saji ke kang ojol, relawan, dan wartawan peliput Covid-19.Ayo berbagi di tengah pamdemi.",1,2
"Salam karate, Osh!Dunia sedang diresahkan oleh wabah covid-19. UKM Inkai Brawijaya bekerja sama dengan ACTMalang mengajak rekan2 semua untuk berdonasi.Pengumpulan dana dimulai tanggal 10-24 April 2020Mari berbagi dengan sesama, berbagi itu indah bagaimanapun bentuknya.",1,-1
Halo Sobat POLRI... Mari kita ketahui bagaimana mencegah penyebaran COVID-19 setelah bepergian atau pulang kerja... ,1,2
Jogja before covid ya kak ekwkw,-1,2
lek kita kena kurung je gais syukurlah kita dok malaysia kalau dok korea utara dah lama jadi bangkai kena tembak sebab positive covid-19,-1,-1
Bumi hanya sedang memulihkan diri. Dari bencana yang ditimbulkan diri ini. Virus yang bahkan lebih berbahaya dari apa yang terjadi  ,0,-1
Total lockdown is impossible tapi bila one by one dilonggarkan takkan membantu rangkaian covid putus. And kami penat kerja within pkp season. Sangat penat,-1,-2
"TaniHub, startup e-commerce produk-produk pertanian mengalami peningkatan penjualan produk tanaman herbal sebesar 20% selama pandemi Covid-19 merebak di Indonesia.",1,2
"scenario terbaik saat ini buat Covid-19 jumlah kematiam di angka 120k orang, scenario terburuk di 2,6jt orang",0,-1
"Adanya covid, manusia berupaya membunuh virus tersebut dg segala cara untuk karena dianggap merugikan. Bumi pun mungkin sama, berupaya membunuh manusia karena dianggap merugikan bumi. Maybe?",-1,-2
"Antisipasi Covid-19 Masuk Tinada, Babinsa Terus Jaga Posko di Gerbang Desa",1,1
"Terkait Covid-19, Michdan sbg Kuasa hukum berpendapat bahwa Baasyir adalah salah satu narapidana yang wajib diprioritaskan karena rentan kesehatan. asyir juga saat ini berusia 81 tahun.Apa kah pemerintah membebaskan nya  ",0,-1
PKB Lebong Semangati Satuan Gugus Tugas Penangan Covid di Perbatasan,1,1
"Small Donation, Big Impact. Kita sama-sama berdoa pandemik COVID-19 ini segera berakhir. Semoga ada doa dalam kalangan kita dimakbulkan.",1,-1
